Validation Rewards,External Rewards
272949.88212907745,-3482537.119999982
272949.88212907745,-3482537.119999982
272949.88212907745,-3482537.119999982
272949.88212907745,-3482537.119999982
272949.88212907745,-3482537.119999982
272949.88212907745,-3482537.119999982
272949.88212907745,-3482537.119999982
272949.88212907745,-3482537.119999982
272949.88212907745,-3482537.119999982
272949.88212907745,-3482537.119999982
272949.88212907745,-3482537.119999982
272949.88212907745,-3482537.119999982
272949.88212907745,-3482537.119999982
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272949.88212907745,-3482537.119999982
272949.88212907745,-3482537.119999982
272949.88212907745,-3482537.119999982
272949.88212907745,-3482537.119999982
272949.88212907745,-3482537.119999982
272949.88212907745,-3482537.119999982
272949.88212907745,-3482537.119999982
272949.88212907745,-3482537.119999982
272949.88212907745,-3482537.119999982
272949.88212907745,-3482537.119999982
272949.88212907745,-3482537.119999982
272949.88212907745,-3482537.119999982
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272871.38212907745,-3482756.959999982
272871.38212907745,-3482756.959999982
272871.38212907745,-3482756.959999982
272871.38212907745,-3482756.959999982
272871.38212907745,-3482756.959999982
272871.38212907745,-3482756.959999982
272871.38212907745,-3482756.959999982
272871.38212907745,-3482756.959999982
272871.38212907745,-3482756.959999982
272871.38212907745,-3482756.959999982
272871.38212907745,-3482756.959999982
272871.38212907745,-3482756.959999982
272871.38212907745,-3482756.959999982
272871.38212907745,-3482756.959999982
272871.38212907745,-3482756.959999982
272832.88212907745,-3482586.219999982
272832.88212907745,-3482586.219999982
272832.88212907745,-3482586.219999982
272832.88212907745,-3482586.219999982
272832.88212907745,-3482586.219999982
272832.88212907745,-3482586.219999982
272832.88212907745,-3482586.219999982
272832.88212907745,-3482586.219999982
272832.88212907745,-3482586.219999982
272832.88212907745,-3482586.219999982
272832.88212907745,-3482586.219999982
272949.88212907745,-3482537.119999982
272949.88212907745,-3482537.119999982
272949.88212907745,-3482537.119999982
272949.88212907745,-3482537.119999982
272949.88212907745,-3482537.119999982
272949.88212907745,-3482537.119999982
272949.88212907745,-3482537.119999982
272949.88212907745,-3482537.119999982
272949.88212907745,-3482537.119999982
272949.88212907745,-3482537.119999982
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272871.38212907745,-3482756.959999982
272832.88212907745,-3482586.219999982
272832.88212907745,-3482586.219999982
272832.88212907745,-3482586.219999982
272832.88212907745,-3482586.219999982
272832.88212907745,-3482586.219999982
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
272955.88212907745,-3482440.6199999815
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269537.9368145035,-3487298.339999985
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
269549.4368145035,-3486584.8399999845
